"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2002","2002","USD","US Dollar","0","Units","2010","2010",657.332,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2003","2003","USD","US Dollar","0","Units","2010","2010",660.903,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2004","2004","USD","US Dollar","0","Units","2010","2010",687.55,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2005","2005","USD","US Dollar","0","Units","2010","2010",708.512,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2006","2006","USD","US Dollar","0","Units","2010","2010",712.944,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2007","2007","USD","US Dollar","0","Units","2010","2010",729.552,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2008","2008","USD","US Dollar","0","Units","2010","2010",734.332,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2009","2009","USD","US Dollar","0","Units","2010","2010",733.524,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2010","2010","USD","US Dollar","0","Units","2010","2010",729.085,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2011","2011","USD","US Dollar","0","Units","2010","2010",764.54,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2012","2012","USD","US Dollar","0","Units","2010","2010",769.412,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2013","2013","USD","US Dollar","0","Units","2010","2010",766.359,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2014","2014","USD","US Dollar","0","Units","2010","2010",775.278,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2015","2015","USD","US Dollar","0","Units","2010","2010",789.744,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2016","2016","USD","US Dollar","0","Units","2010","2010",800.62,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2017","2017","USD","US Dollar","0","Units","2010","2010",813.412,"P","Provisional value"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","NOR","Norway","2018","2018","USD","US Dollar","0","Units","2010","2010",825.65,"P","Provisional value"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1990","1990","USD","US Dollar","0","Units","2010","2010",551.616,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1991","1991","USD","US Dollar","0","Units","2010","2010",547.659,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1992","1992","USD","US Dollar","0","Units","2010","2010",575.549,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1993","1993","USD","US Dollar","0","Units","2010","2010",633.919,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1994","1994","USD","US Dollar","0","Units","2010","2010",774.778,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1995","1995","USD","US Dollar","0","Units","2010","2010",768.333,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1996","1996","USD","US Dollar","0","Units","2010","2010",758.45,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1997","1997","USD","US Dollar","0","Units","2010","2010",780.187,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1998","1998","USD","US Dollar","0","Units","2010","2010",805.672,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","1999","1999","USD","US Dollar","0","Units","2010","2010",823.804,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2000","2000","USD","US Dollar","0","Units","2010","2010",664.624,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2001","2001","USD","US Dollar","0","Units","2010","2010",730.327,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2002","2002","USD","US Dollar","0","Units","2010","2010",842.096,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2003","2003","USD","US Dollar","0","Units","2010","2010",861.831,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2004","2004","USD","US Dollar","0","Units","2010","2010",888.836,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2005","2005","USD","US Dollar","0","Units","2010","2010",983.24,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2006","2006","USD","US Dollar","0","Units","2010","2010",980.245,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2007","2007","USD","US Dollar","0","Units","2010","2010",1071.182,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2008","2008","USD","US Dollar","0","Units","2010","2010",1199.759,"E","Estimated value"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2009","2009","USD","US Dollar","0","Units","2010","2010",878.242,"B","Break"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2010","2010","USD","US Dollar","0","Units","2010","2010",809.658,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2011","2011","USD","US Dollar","0","Units","2010","2010",762.473,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2012","2012","USD","US Dollar","0","Units","2010","2010",681.333,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2013","2013","USD","US Dollar","0","Units","2010","2010",696.514,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2014","2014","USD","US Dollar","0","Units","2010","2010",733.172,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2015","2015","USD","US Dollar","0","Units","2010","2010",756.494,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2016","2016","USD","US Dollar","0","Units","2010","2010",747.362,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2017","2017","USD","US Dollar","0","Units","2010","2010",743.621,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GRC","Greece","2018","2018","USD","US Dollar","0","Units","2010","2010",751.721,"E","Estimated value"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1990","1990","USD","US Dollar","0","Units","2010","2010",186.886,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1991","1991","USD","US Dollar","0","Units","2010","2010",203.352,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1992","1992","USD","US Dollar","0","Units","2010","2010",215.404,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1993","1993","USD","US Dollar","0","Units","2010","2010",216.858,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1994","1994","USD","US Dollar","0","Units","2010","2010",235.262,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1995","1995","USD","US Dollar","0","Units","2010","2010",233.558,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1996","1996","USD","US Dollar","0","Units","2010","2010",239.134,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1997","1997","USD","US Dollar","0","Units","2010","2010",317.077,"B","Break"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1998","1998","USD","US Dollar","0","Units","2010","2010",332.599,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","1999","1999","USD","US Dollar","0","Units","2010","2010",354.095,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2000","2000","USD","US Dollar","0","Units","2010","2010",379.746,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2001","2001","USD","US Dollar","0","Units","2010","2010",413.195,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2002","2002","USD","US Dollar","0","Units","2010","2010",432.646,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2003","2003","USD","US Dollar","0","Units","2010","2010",466.147,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2004","2004","USD","US Dollar","0","Units","2010","2010",453.764,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2005","2005","USD","US Dollar","0","Units","2010","2010",464.179,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2006","2006","USD","US Dollar","0","Units","2010","2010",453.457,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2007","2007","USD","US Dollar","0","Units","2010","2010",490.507,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2008","2008","USD","US Dollar","0","Units","2010","2010",466.004,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2009","2009","USD","US Dollar","0","Units","2010","2010",471.976,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2010","2010","USD","US Dollar","0","Units","2010","2010",485.628,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2011","2011","USD","US Dollar","0","Units","2010","2010",494.466,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2012","2012","USD","US Dollar","0","Units","2010","2010",484.487,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2013","2013","USD","US Dollar","0","Units","2010","2010",695.636,"B","Break"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2014","2014","USD","US Dollar","0","Units","2010","2010",707.033,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2015","2015","USD","US Dollar","0","Units","2010","2010",716.658,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2016","2016","USD","US Dollar","0","Units","2010","2010",726.206,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2017","2017","USD","US Dollar","0","Units","2010","2010",754.707,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","GBR","United Kingdom","2018","2018","USD","US Dollar","0","Units","2010","2010",831.216,"E","Estimated value"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1990","1990","USD","US Dollar","0","Units","2010","2010",574.874,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1991","1991","USD","US Dollar","0","Units","2010","2010",591.125,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1992","1992","USD","US Dollar","0","Units","2010","2010",611.611,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1993","1993","USD","US Dollar","0","Units","2010","2010",630.917,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1994","1994","USD","US Dollar","0","Units","2010","2010",657.082,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1995","1995","USD","US Dollar","0","Units","2010","2010",663.618,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1996","1996","USD","US Dollar","0","Units","2010","2010",705.493,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1997","1997","USD","US Dollar","0","Units","2010","2010",696.898,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1998","1998","USD","US Dollar","0","Units","2010","2010",724.726,"D","Difference in methodology"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","1999","1999","USD","US Dollar","0","Units","2010","2010",713.092,"D","Difference in methodology"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","2000","2000","USD","US Dollar","0","Units","2010","2010",779.604,"D","Difference in methodology"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","2001","2001","USD","US Dollar","0","Units","2010","2010",827.769,"D","Difference in methodology"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","2002","2002","USD","US Dollar","0","Units","2010","2010",841.314,"D","Difference in methodology"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","2003","2003","USD","US Dollar","0","Units","2010","2010",896.788,"D","Difference in methodology"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","2004","2004","USD","US Dollar","0","Units","2010","2010",946.178,"D","Difference in methodology"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","2005","2005","USD","US Dollar","0","Units","2010","2010",962.035,"D","Difference in methodology"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","2006","2006","USD","US Dollar","0","Units","2010","2010",1001.17,"D","Difference in methodology"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","VRPPPR","Per capita, constant prices, constant PPPs, OECD base year","AUS","Australia","2007","2007","USD","US Dollar","0","Units","2010","2010",1007.933,"D","Difference in methodology"
