"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1984","1984","PC","Percentage","0","Units",,,7.97,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1985","1985","PC","Percentage","0","Units",,,7.947,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1986","1986","PC","Percentage","0","Units",,,7.734,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1987","1987","PC","Percentage","0","Units",,,8.054,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1988","1988","PC","Percentage","0","Units",,,8.191,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1989","1989","PC","Percentage","0","Units",,,8.061,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1990","1990","PC","Percentage","0","Units",,,8.038,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1991","1991","PC","Percentage","0","Units",,,7.94,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1992","1992","PC","Percentage","0","Units",,,7.956,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1993","1993","PC","Percentage","0","Units",,,8.289,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1994","1994","PC","Percentage","0","Units",,,8.077,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1995","1995","PC","Percentage","0","Units",,,7.771,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1996","1996","PC","Percentage","0","Units",,,7.839,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1997","1997","PC","Percentage","0","Units",,,7.75,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1998","1998","PC","Percentage","0","Units",,,7.552,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","1999","1999","PC","Percentage","0","Units",,,8.342,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2000","2000","PC","Percentage","0","Units",,,8.104,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2001","2001","PC","Percentage","0","Units",,,8.448,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2002","2002","PC","Percentage","0","Units",,,8.703,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2003","2003","PC","Percentage","0","Units",,,8.904,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2004","2004","PC","Percentage","0","Units",,,9.007,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2005","2005","PC","Percentage","0","Units",,,9.091,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2006","2006","PC","Percentage","0","Units",,,9.169,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2007","2007","PC","Percentage","0","Units",,,9.325,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2008","2008","PC","Percentage","0","Units",,,9.511,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2009","2009","PC","Percentage","0","Units",,,10.674,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2010","2010","PC","Percentage","0","Units",,,10.333,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2011","2011","PC","Percentage","0","Units",,,10.153,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2012","2012","PC","Percentage","0","Units",,,10.241,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2013","2013","PC","Percentage","0","Units",,,10.17,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2014","2014","PC","Percentage","0","Units",,,10.172,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2015","2015","PC","Percentage","0","Units",,,10.227,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2016","2016","PC","Percentage","0","Units",,,10.181,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,10.108,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","DNK","Denmark","2018","2018","PC","Percentage","0","Units",,,10.47,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1970","1970","PC","Percentage","0","Units",,,5.201,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1975","1975","PC","Percentage","0","Units",,,6.156,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1980","1980","PC","Percentage","0","Units",,,6.759,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1985","1985","PC","Percentage","0","Units",,,7.671,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1990","1990","PC","Percentage","0","Units",,,7.997,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1991","1991","PC","Percentage","0","Units",,,8.221,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1992","1992","PC","Percentage","0","Units",,,8.446,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1993","1993","PC","Percentage","0","Units",,,8.857,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1994","1994","PC","Percentage","0","Units",,,8.841,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1995","1995","PC","Percentage","0","Units",,,9.884,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1996","1996","PC","Percentage","0","Units",,,9.886,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1997","1997","PC","Percentage","0","Units",,,9.761,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1998","1998","PC","Percentage","0","Units",,,9.659,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","1999","1999","PC","Percentage","0","Units",,,9.66,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2000","2000","PC","Percentage","0","Units",,,9.584,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2001","2001","PC","Percentage","0","Units",,,9.706,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2002","2002","PC","Percentage","0","Units",,,10.022,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2003","2003","PC","Percentage","0","Units",,,10.083,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2004","2004","PC","Percentage","0","Units",,,10.164,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2005","2005","PC","Percentage","0","Units",,,10.215,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2006","2006","PC","Percentage","0","Units",,,10.398,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2007","2007","PC","Percentage","0","Units",,,10.335,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2008","2008","PC","Percentage","0","Units",,,10.514,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2009","2009","PC","Percentage","0","Units",,,11.301,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2010","2010","PC","Percentage","0","Units",,,11.239,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2011","2011","PC","Percentage","0","Units",,,11.203,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2012","2012","PC","Percentage","0","Units",,,11.315,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2013","2013","PC","Percentage","0","Units",,,11.436,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2014","2014","PC","Percentage","0","Units",,,11.571,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2015","2015","PC","Percentage","0","Units",,,11.459,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2016","2016","PC","Percentage","0","Units",,,11.479,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2017","2017","PC","Percentage","0","Units",,,11.313,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FRA","France","2018","2018","PC","Percentage","0","Units",,,11.177,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1988","1988","PC","Percentage","0","Units",,,5.484,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1989","1989","PC","Percentage","0","Units",,,6.013,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1990","1990","PC","Percentage","0","Units",,,6.07,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1991","1991","PC","Percentage","0","Units",,,5.923,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1992","1992","PC","Percentage","0","Units",,,6.48,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1993","1993","PC","Percentage","0","Units",,,7.271,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1994","1994","PC","Percentage","0","Units",,,7.978,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1995","1995","PC","Percentage","0","Units",,,7.974,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1996","1996","PC","Percentage","0","Units",,,7.878,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1997","1997","PC","Percentage","0","Units",,,7.694,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1998","1998","PC","Percentage","0","Units",,,7.578,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","1999","1999","PC","Percentage","0","Units",,,7.762,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2000","2000","PC","Percentage","0","Units",,,7.243,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2001","2001","PC","Percentage","0","Units",,,7.988,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2002","2002","PC","Percentage","0","Units",,,8.234,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2003","2003","PC","Percentage","0","Units",,,8.198,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2004","2004","PC","Percentage","0","Units",,,7.932,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2005","2005","PC","Percentage","0","Units",,,8.997,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2006","2006","PC","Percentage","0","Units",,,8.965,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2007","2007","PC","Percentage","0","Units",,,9.06,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2008","2008","PC","Percentage","0","Units",,,9.383,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2009","2009","PC","Percentage","0","Units",,,9.468,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2010","2010","PC","Percentage","0","Units",,,9.56,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2011","2011","PC","Percentage","0","Units",,,9.098,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2012","2012","PC","Percentage","0","Units",,,8.883,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2013","2013","PC","Percentage","0","Units",,,8.415,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2014","2014","PC","Percentage","0","Units",,,7.95,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2015","2015","PC","Percentage","0","Units",,,8.09,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2016","2016","PC","Percentage","0","Units",,,8.282,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2017","2017","PC","Percentage","0","Units",,,8.042,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","GRC","Greece","2018","2018","PC","Percentage","0","Units",,,7.846,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1988","1988","EUR","Euro","0","Units",,,173.458,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1989","1989","EUR","Euro","0","Units",,,224.887,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1990","1990","EUR","Euro","0","Units",,,271.066,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1991","1991","EUR","Euro","0","Units",,,322.774,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1992","1992","EUR","Euro","0","Units",,,405.133,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1993","1993","EUR","Euro","0","Units",,,508.871,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1994","1994","EUR","Euro","0","Units",,,629.987,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1995","1995","EUR","Euro","0","Units",,,702.603,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1996","1996","EUR","Euro","0","Units",,,765.12,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1997","1997","EUR","Euro","0","Units",,,827.857,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1998","1998","EUR","Euro","0","Units",,,885.406,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","1999","1999","EUR","Euro","0","Units",,,964.996,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2000","2000","EUR","Euro","0","Units",,,946.806,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2001","2001","EUR","Euro","0","Units",,,1119.209,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2002","2002","EUR","Euro","0","Units",,,1234.542,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2003","2003","EUR","Euro","0","Units",,,1342.14,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2004","2004","EUR","Euro","0","Units",,,1402.629,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2005","2005","EUR","Euro","0","Units",,,1631.427,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2006","2006","EUR","Euro","0","Units",,,1772.356,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2007","2007","EUR","Euro","0","Units",,,1908.227,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2008","2008","EUR","Euro","0","Units",,,2049.774,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2009","2009","EUR","Euro","0","Units",,,2024.929,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2010","2010","EUR","Euro","0","Units",,,1942.993,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2011","2011","EUR","Euro","0","Units",,,1696.16,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2012","2012","EUR","Euro","0","Units",,,1537.768,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2013","2013","EUR","Euro","0","Units",,,1386.334,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2014","2014","EUR","Euro","0","Units",,,1303.949,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2015","2015","EUR","Euro","0","Units",,,1325.183,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2016","2016","EUR","Euro","0","Units",,,1356.384,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2017","2017","EUR","Euro","0","Units",,,1347.529,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","UNPPER","Per capita, current prices","GRC","Greece","2018","2018","EUR","Euro","0","Units",,,1349.222,"E","Estimated value"
