"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","1997","1997",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","1998","1998",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","1999","1999",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2000","2000",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2001","2001",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2002","2002",97,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2003","2003",98,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2004","2004",98,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2005","2005",98,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2006","2006",98.5,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2007","2007",98.7,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2008","2008",98.8,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2009","2009",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2010","2010",99.3,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2011","2011",99.9,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2012","2012",99.9,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2013","2013",99.9,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2014","2014",99.9,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2015","2015",99.9,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2016","2016",99.9,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","AUT","Austria","2017","2017",99.9,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1960","1960",58,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1961","1961",60,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1962","1962",62.1,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1963","1963",66,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1964","1964",66,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1965","1965",68.5,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1966","1966",70,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1967","1967",70,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1968","1968",72,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1969","1969",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1970","1970",97.8,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1971","1971",98.5,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1972","1972",99.2,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1973","1973",99.9,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1974","1974",99.1,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1975","1975",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1976","1976",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1977","1977",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1978","1978",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1979","1979",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1980","1980",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1981","1981",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1982","1982",99.7,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1983","1983",99.1,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1984","1984",98.6,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1985","1985",98,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1986","1986",97.9,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1987","1987",97.7,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1988","1988",97.6,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1989","1989",97.3,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1990","1990",97.3,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1991","1991",97.2,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1992","1992",99.2,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1993","1993",98.5,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1994","1994",98.3,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1995","1995",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1996","1996",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1997","1997",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1998","1998",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","1999","1999",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2000","2000",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2001","2001",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2002","2002",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2003","2003",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2004","2004",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2005","2005",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2006","2006",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2007","2007",99,"B","Break"
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2008","2008",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2009","2009",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2010","2010",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2011","2011",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2012","2012",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2013","2013",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2014","2014",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2015","2015",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2016","2016",99,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","BEL","Belgium","2017","2017",98.7,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1961","1961",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1962","1962",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1963","1963",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1964","1964",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1965","1965",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1966","1966",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1967","1967",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1968","1968",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1969","1969",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1970","1970",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1971","1971",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1972","1972",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1973","1973",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1974","1974",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1975","1975",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1976","1976",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1977","1977",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1978","1978",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1979","1979",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1980","1980",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1981","1981",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1982","1982",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1983","1983",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1984","1984",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1985","1985",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1986","1986",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1987","1987",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1988","1988",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1989","1989",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1990","1990",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1991","1991",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1992","1992",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1993","1993",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1994","1994",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1995","1995",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1996","1996",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1997","1997",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1998","1998",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","1999","1999",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2000","2000",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2001","2001",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2002","2002",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2003","2003",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2004","2004",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2005","2005",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2006","2006",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2007","2007",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2008","2008",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2009","2009",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2010","2010",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2011","2011",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2012","2012",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2013","2013",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2014","2014",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2015","2015",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2016","2016",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2017","2017",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CAN","Canada","2018","2018",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1961","1961",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1962","1962",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1963","1963",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1964","1964",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1965","1965",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1966","1966",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1967","1967",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1968","1968",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1969","1969",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1970","1970",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1971","1971",100,,
"TPRIBASI","Total public and primary private health insurance","COVPOPTX","% of total population covered","CZE","Czech Republic","1972","1972",100,,
